timestamp,Infrared to Red Signal Ratio
01/25/24 00:00:32,0
01/25/24 00:01:32,0
01/25/24 00:02:32,0
01/25/24 00:03:32,0
01/25/24 00:04:32,0
01/25/24 00:05:32,0
01/25/24 00:06:32,0
01/25/24 00:07:32,0
01/25/24 00:08:32,0
01/25/24 00:09:32,0
01/25/24 00:10:32,0
01/25/24 00:11:32,0
01/25/24 00:12:32,0
01/25/24 00:13:32,0
01/25/24 00:14:32,0
01/25/24 00:15:32,0
01/25/24 00:16:32,0
01/25/24 00:17:32,0
01/25/24 00:18:32,0
01/25/24 00:19:32,0
01/25/24 00:20:32,0
01/25/24 00:21:32,0
01/25/24 00:22:32,0
01/25/24 00:23:32,0
01/25/24 00:24:32,0
01/25/24 00:25:32,0
01/25/24 00:26:32,0
01/25/24 00:27:32,0
01/25/24 00:28:32,0
01/25/24 00:29:32,0
01/25/24 00:30:32,0
01/25/24 00:31:32,0
01/25/24 00:32:32,0
01/25/24 00:33:32,0
01/25/24 00:34:32,0
01/25/24 00:35:32,0
01/25/24 00:36:32,0
01/25/24 00:37:32,0
01/25/24 00:38:32,0
01/25/24 00:39:32,0
01/25/24 00:40:32,0
01/25/24 00:41:32,0
01/25/24 00:42:32,0
01/25/24 00:43:32,0
01/25/24 00:44:32,0
01/25/24 00:45:32,0
01/25/24 00:46:32,0
01/25/24 00:47:32,0
01/25/24 00:48:32,0
01/25/24 00:49:32,0
01/25/24 00:50:32,0
01/25/24 00:51:32,0
01/25/24 00:52:32,0
01/25/24 00:53:32,0
01/25/24 00:54:32,0
01/25/24 00:55:32,0
01/25/24 00:56:32,0
01/25/24 00:57:32,0
01/25/24 00:58:32,0
01/25/24 00:59:32,0
01/25/24 01:00:32,0
01/25/24 01:01:32,0
01/25/24 01:02:32,0
01/25/24 01:03:32,0
01/25/24 01:04:32,0
01/25/24 01:05:32,0
01/25/24 01:06:32,0
01/25/24 01:07:32,0
01/25/24 01:08:32,0
01/25/24 01:09:32,0
01/25/24 01:10:32,0
01/25/24 01:11:32,0
01/25/24 01:12:32,0
01/25/24 01:13:32,0
01/25/24 01:14:32,0
01/25/24 01:15:32,0
01/25/24 01:16:32,0
01/25/24 01:17:32,0
01/25/24 01:18:32,0
01/25/24 01:19:32,0
01/25/24 01:20:32,0
01/25/24 01:21:32,0
01/25/24 01:22:32,0
01/25/24 01:23:32,0
01/25/24 01:24:32,0
01/25/24 01:25:32,0
01/25/24 01:26:32,0
01/25/24 01:27:32,0
01/25/24 01:28:32,0
01/25/24 01:29:32,0
01/25/24 01:30:32,0
01/25/24 01:31:32,0
01/25/24 01:32:32,0
01/25/24 01:33:32,0
01/25/24 01:34:32,0
01/25/24 01:35:32,0
01/25/24 01:36:32,0
01/25/24 01:37:32,0
01/25/24 01:38:32,0
01/25/24 01:39:32,0
01/25/24 01:40:32,0
01/25/24 01:41:32,0
01/25/24 01:42:32,0
01/25/24 01:43:32,0
01/25/24 01:44:32,0
01/25/24 01:45:32,0
01/25/24 01:46:32,0
01/25/24 01:47:32,0
01/25/24 01:48:32,0
01/25/24 01:49:32,0
01/25/24 01:50:32,0
01/25/24 01:51:32,0
01/25/24 01:52:32,0
01/25/24 01:53:32,0
01/25/24 01:54:32,0
01/25/24 01:55:32,0
01/25/24 01:56:32,0
01/25/24 01:57:32,0
01/25/24 01:58:32,0
01/25/24 01:59:32,0
01/25/24 02:00:32,0
01/25/24 02:01:32,0
01/25/24 02:02:32,0
01/25/24 02:03:32,0
01/25/24 02:04:32,0
01/25/24 02:05:32,0
01/25/24 02:06:32,0
01/25/24 02:07:32,0
01/25/24 02:08:32,0
01/25/24 02:09:32,0
01/25/24 02:10:32,0
01/25/24 02:11:32,0
01/25/24 02:12:32,0
01/25/24 02:13:32,0
01/25/24 02:14:32,0
01/25/24 02:15:32,0
01/25/24 02:16:32,0
01/25/24 02:17:32,0
01/25/24 02:18:32,0
01/25/24 02:19:32,0
01/25/24 02:20:32,0
01/25/24 02:21:32,0
